838904321 0
838904322 0
838904323 0
838904324 0
838904325 0
838904326 0
838904327 0
838904328 0
838904329 0
838904330 0
838904331 0
838904332 0
838904333 0
838904334 0
838904335 0
838904336 0
838904337 0
838904338 0
838904339 0
838904340 0
838904341 0
838904342 0
838904343 0
838904344 0
838904345 0
838904346 0
838904347 0
838904348 0
838904349 0
838904350 0
838904351 0
838904352 0
838904353 0
838904354 0
838904355 0
838904356 0
838904357 0
838904358 0
838904359 0
838904360 0
838904361 0
838904362 0
838904363 0
838904364 0
838904365 0
838904366 0
838904367 0
838904368 0
838904369 0
838904370 0
838904371 0
838904372 0
838904373 0
838904374 0
838904375 0
838904376 0
838904377 0
838904378 0
838904379 0
838904380 0
838904381 0
838904382 0
838904383 0
838904384 0
838904385 0
838904386 0
838904387 0
838904388 0
838904389 0
838904390 0
838904391 0
838904392 0
838904393 0
838904394 0
838904395 0
838904396 0
838904397 0
838904398 0
838904399 0
838904400 0
838904401 0
838904402 0
838904403 0
838904404 0
838904405 0
838904406 0
838904407 0
838904408 0
838904409 0
838904410 0
838904411 0
838904412 0
838904413 0
838904414 0
838904415 0
838904416 0
838904417 0
838904418 0
838904419 0
838904420 0
838904421 0
838904422 0
838904423 0
838904424 0
838904425 0
838904426 0
838904427 0
838904428 0
838904429 0
838904430 0
838904431 0
838904432 0
838904433 0
838904434 0
838904435 0
838904436 10
838904437 0
838904438 0
838904439 0
838904440 0
838904441 0
838904442 0
838904443 0
838904444 0
838904445 0
838904446 0
838904447 0
838904448 0
838904449 0
838904450 0
838904451 0
838904452 0
838904453 0
838904454 0
838904455 0
838904456 3
838904457 0
838904458 0
838904459 0
838904460 0
838904461 0
838904462 3
838904463 0
838904464 0
838904465 0
838904466 0
838904467 0
838904468 0
838904469 0
838904470 0
838904471 0
838904472 0
838904473 0
838904474 0
838904475 0
838904476 0
838904477 0
838904478 0
838904479 0
838904480 0
838904481 0
838904482 0
838904483 0
838904484 3
838904485 0
838904486 0
838904487 0
838904488 0
838904489 0
838904490 0
838904491 0
838904492 0
838904493 0
838904494 0
838904495 0
838904496 0
838904497 0
838904498 0
838904499 0
838904500 0
838904501 0
838904502 0
838904503 0
838904504 0
838904505 0
838904506 0
838904507 3
838904508 0
838904509 0
838904510 3
838904511 13
838904512 13
838904513 13
838904514 13
838904515 13
838904516 0
838904517 0
838904518 0
838904519 0
838904520 0
838904521 0
838904522 0
838904523 0
838904524 0
838904525 0
838904526 0
838904527 0
838904528 0
838904529 0
838904530 0
838904531 0
838904532 0
838904533 0
838904534 0
838904535 0
838904536 0
838904537 0
838904538 0
838904539 0
838904540 0
838904541 0
838904542 0
838904543 0
838904544 0
838904545 0
838904546 0
838904547 0
838904548 0
838904549 0
838904550 0
838904551 0
838904552 0
838904553 0
838904554 0
838904555 0
838904556 0
838904557 0
838904558 0
838904559 0
838904560 0
838904561 0
838904562 0
838904563 0
838904564 0
838904565 0
838904566 0
838904567 0
838904568 0
838904569 0
838904570 0
838904571 0
838904572 0
838904573 0
838904574 0
838904575 0
838904576 0
838904577 0
838904578 0
838904579 0
838904580 0
838904581 0
838904582 0
838904583 0
838904584 0
838904585 0
838904586 0
838904587 0
838904588 0
838904589 0
838904590 0
838904591 0
838904592 0
838904593 0
838904594 0
838904595 0
838904596 3
838904597 3
838904598 3
838904599 0
838904600 0
838904601 0
838904602 0
838904603 0
838904604 0
838904605 0
838904606 0
838904607 0
838904608 0
838904609 0
838904610 0
838904611 0
838904612 0
838904613 0
838904614 0
838904615 0
838904616 0
838904617 0
838904618 0
838904619 0
838904620 0
838904621 0
838904622 0
838904623 0
838904624 0
838904625 0
838904626 0
838904627 0
838904628 0
838904629 0
838904630 0
838904631 0
838904632 0
838904633 0
838904634 0
838904635 0
838904636 0
838904637 0
838904638 0
838904639 0
838904640 0
838904641 0
838904642 0
838904643 0
838904644 0
838904645 0
838904646 0
838904647 0
838904648 0
838904649 0
838904650 0
838904651 0
838904652 0
838904653 0
838904654 0
838904655 0
838904656 0
838904657 0
838904658 0
838904659 0
838904660 0
838904661 0
838904662 0
838904663 0
838904664 0
838904665 0
838904666 0
838904667 0
