838904321 -1.478454 -0.166543 300.106812
838904322 -1.477665 -0.149346 300.156219
838904323 -1.478458 -0.132002 300.106537
838904324 -1.477676 -0.114805 300.155548
838904325 -1.478475 -0.097461 300.105499
838904326 -1.477698 -0.080263 300.154114
838904327 -1.478504 -0.062919 300.103668
838904328 -1.477733 -0.045720 300.151947
838904329 -1.478545 -0.028376 300.101105
838904330 -1.477780 -0.011175 300.148987
838904331 -1.478598 0.006169 300.097809
838904332 -1.477839 0.023371 300.145294
838904333 -1.478663 0.040717 300.093719
838904334 -1.477910 0.057920 300.140839
838904335 -1.478741 0.075267 300.088898
838904336 -1.477993 0.092472 300.135651
838904337 -1.478830 0.109820 300.083344
838904338 -1.478088 0.127028 300.129700
838904339 -1.478930 0.144377 300.077026
838904340 -1.478195 0.161587 300.123047
838904341 -1.478983 0.182570 300.171661
838904342 -1.478194 0.199772 300.221100
838904343 -1.478986 0.217120 300.171478
838904344 -1.478202 0.234322 300.220551
838904345 -1.479001 0.251670 300.170563
838904346 -1.478223 0.268872 300.219238
838904347 -1.479028 0.286221 300.168884
838904348 -1.478256 0.303424 300.217194
838904349 -1.479066 0.320773 300.166504
838904350 -1.478300 0.337978 300.214417
838904351 -1.479117 0.355327 300.163330
838904352 -1.478356 0.372533 300.210907
838904353 -1.479179 0.389883 300.159424
838904354 -1.478425 0.407090 300.206635
838904355 -1.479253 0.424441 300.154816
838904356 -1.478504 0.441651 300.201660
838904357 -1.479339 0.459003 300.149475
838904358 -1.478595 0.476214 300.195953
838904359 -1.479436 0.493568 300.143402
838904360 -1.478698 0.510781 300.189545
838904361 -1.479757 0.531774 300.121948
838904362 -1.478964 0.548991 300.171448
838904363 -1.479755 0.566354 300.122070
838904364 -1.478968 0.583571 300.171265
838904365 -1.479764 0.600934 300.121490
838904366 -1.478982 0.618151 300.170319
838904367 -1.479784 0.635514 300.120239
838904368 -1.479008 0.652732 300.168732
838904369 -1.479815 0.670095 300.118286
838904370 -1.479044 0.687314 300.166443
838904371 -1.479857 0.704678 300.115662
838904372 -1.479092 0.721897 300.163483
838904373 -1.479910 0.739262 300.112366
838904374 -1.479150 0.756483 300.159851
838904375 -1.479974 0.773848 300.108398
838904376 -1.479219 0.791071 300.155518
838904377 -1.480049 0.808438 300.103729
838904378 -1.479299 0.825662 300.150543
838904379 -1.480134 0.843030 300.098419
838904380 -1.479389 0.860256 300.144897
838904381 -1.480707 0.883677 299.973450
838904382 -1.479869 0.900914 300.025665
838904383 -1.480616 0.918302 299.979126
838904384 -1.479783 0.935537 300.031067
838904385 -1.480535 0.952923 299.984192
838904386 -1.479706 0.970157 300.035828
838904387 -1.480463 0.987541 299.988647
838904388 -1.479639 1.004774 300.040009
838904389 -1.480401 1.022157 299.992493
838904390 -1.479583 1.039389 300.043549
838904391 -1.480349 1.056770 299.995728
838904392 -1.479536 1.074002 300.046478
838904393 -1.480307 1.091382 299.998352
838904394 -1.479499 1.108613 300.048767
838904395 -1.480276 1.125992 300.000336
838904396 -1.479472 1.143223 300.050446
838904397 -1.480254 1.160602 300.001678
838904398 -1.479455 1.177832 300.051483
838904399 -1.480242 1.195210 300.002411
838904400 -1.479449 1.212441 300.051910
838904401 -1.481110 1.230701 299.901520
838904402 -1.480303 1.247950 299.951752
838904403 -1.481082 1.265347 299.903229
838904404 -1.480279 1.282596 299.953217
838904405 -1.481063 1.299993 299.904388
838904406 -1.480265 1.317242 299.954102
838904407 -1.481054 1.334638 299.904999
838904408 -1.480260 1.351887 299.954437
838904409 -1.481053 1.369283 299.905060
838904410 -1.480263 1.386533 299.954224
838904411 -1.481061 1.403929 299.904541
838904412 -1.480276 1.421178 299.953430
838904413 -1.481078 1.438574 299.903503
838904414 -1.480297 1.455824 299.952087
838904415 -1.481104 1.473221 299.901886
838904416 -1.480328 1.490472 299.950165
838904417 -1.481139 1.507868 299.899689
838904418 -1.480367 1.525120 299.947723
838904419 -1.481183 1.542517 299.896973
838904420 -1.480416 1.559771 299.944733
838904421 -1.479969 1.580687 300.093750
838904422 -1.479149 1.597906 300.144958
838904423 -1.479914 1.615275 300.097229
838904424 -1.479099 1.632494 300.148102
838904425 -1.479869 1.649861 300.100006
838904426 -1.479060 1.667079 300.150543
838904427 -1.479835 1.684446 300.102142
838904428 -1.479031 1.701664 300.152313
838904429 -1.479812 1.719030 300.103577
838904430 -1.479014 1.736248 300.153412
838904431 -1.479800 1.753613 300.104340
838904432 -1.479007 1.770831 300.153839
838904433 -1.479799 1.788196 300.104401
838904434 -1.479011 1.805414 300.153564
838904435 -1.479808 1.822779 300.103790
838904436 -1.479027 1.839998 300.152618
838904437 -1.479829 1.857363 300.102509
838904438 -1.479053 1.874582 300.151001
838904439 -1.479860 1.891947 300.100555
838904440 -1.479089 1.909168 300.148712
838904441 -1.479173 1.929786 300.079651
838904442 -1.478353 1.946994 300.130920
838904443 -1.479117 1.964351 300.083160
838904444 -1.478303 1.981558 300.134064
838904445 -1.479072 1.998914 300.085938
838904446 -1.478264 2.016121 300.136475
838904447 -1.479039 2.033476 300.088013
838904448 -1.478237 2.050683 300.138184
838904449 -1.479017 2.068037 300.089355
838904450 -1.478221 2.085243 300.139191
838904451 -1.479008 2.102597 300.089996
838904452 -1.478217 2.119803 300.139435
838904453 -1.479009 2.137157 300.089874
838904454 -1.478225 2.154364 300.138977
838904455 -1.479023 2.171717 300.089050
838904456 -1.478243 2.188925 300.137787
838904457 -1.479048 2.206278 300.087494
838904458 -1.478274 2.223486 300.135864
838904459 -1.479084 2.240840 300.085236
838904460 -1.478316 2.258049 300.133240
838904461 -1.479122 2.279540 300.116669
838904462 -1.478292 2.296744 300.168610
838904463 -1.479044 2.314099 300.121521
838904464 -1.478220 2.331302 300.173065
838904465 -1.478979 2.348655 300.125610
838904466 -1.478160 2.365857 300.176819
838904467 -1.478925 2.383209 300.128998
838904468 -1.478112 2.400410 300.179840
838904469 -1.478882 2.417761 300.131653
838904470 -1.478076 2.434962 300.182098
838904471 -1.478852 2.452311 300.133545
838904472 -1.478052 2.469512 300.183624
838904473 -1.478834 2.486861 300.134674
838904474 -1.478039 2.504062 300.184387
838904475 -1.478827 2.521410 300.135101
838904476 -1.478039 2.538611 300.184418
838904477 -1.478833 2.555959 300.134735
838904478 -1.478050 2.573161 300.183716
838904479 -1.478850 2.590509 300.133636
838904480 -1.478074 2.607711 300.182251
838904481 -1.478192 2.629054 300.152374
838904482 -1.477356 2.646241 300.204742
838904483 -1.478101 2.663579 300.158051
838904484 -1.477271 2.680765 300.210052
838904485 -1.478023 2.698101 300.162964
838904486 -1.477200 2.715286 300.214539
838904487 -1.477958 2.732621 300.167023
838904488 -1.477141 2.749805 300.218231
838904489 -1.477905 2.767138 300.170319
838904490 -1.477095 2.784322 300.221100
838904491 -1.477866 2.801654 300.172791
838904492 -1.477062 2.818837 300.223175
838904493 -1.477839 2.836168 300.174438
838904494 -1.477042 2.853351 300.224426
838904495 -1.477826 2.870682 300.175262
838904496 -1.477036 2.887865 300.224823
838904497 -1.477826 2.905195 300.175293
838904498 -1.477042 2.922379 300.224457
838904499 -1.477839 2.939708 300.174469
838904500 -1.477061 2.956893 300.223236
838904501 -1.477646 2.977986 300.187958
838904502 -1.476813 2.995162 300.240234
838904503 -1.477560 3.012490 300.193359
838904504 -1.476734 3.029666 300.245239
838904505 -1.477487 3.046991 300.197937
838904506 -1.476667 3.064166 300.249390
838904507 -1.477428 3.081490 300.201660
838904508 -1.476615 3.098665 300.252686
838904509 -1.477382 3.115987 300.204529
838904510 -1.476576 3.133161 300.255127
838904511 -1.477350 -3.132703 300.206543
838904512 -1.476550 -3.115529 300.256744
838904513 -1.477331 -3.098208 300.207733
838904514 -1.476538 -3.081034 300.257507
838904515 -1.477326 -3.063714 300.208038
838904516 -1.476540 -3.046540 300.257385
838904517 -1.477334 -3.029220 300.207520
838904518 -1.476555 -3.012045 300.256409
838904519 -1.477357 -2.994725 300.206116
838904520 -1.476584 -2.977550 300.254608
838904521 -1.477624 -2.955865 300.164978
838904522 -1.476786 -2.938688 300.217499
838904523 -1.477529 -2.921359 300.170929
838904524 -1.476699 -2.904183 300.223053
838904525 -1.477448 -2.886856 300.175995
838904526 -1.476624 -2.869681 300.227722
838904527 -1.477380 -2.852356 300.180267
838904528 -1.476563 -2.835182 300.231537
838904529 -1.477326 -2.817859 300.183655
838904530 -1.476515 -2.800685 300.234558
838904531 -1.477285 -2.783363 300.186218
838904532 -1.476481 -2.766189 300.236664
838904533 -1.477258 -2.748868 300.187927
838904534 -1.476461 -2.731695 300.237976
838904535 -1.477244 -2.714374 300.188782
838904536 -1.476454 -2.697201 300.238403
838904537 -1.477244 -2.679880 300.188782
838904538 -1.476461 -2.662706 300.237976
838904539 -1.477258 -2.645387 300.187927
838904540 -1.476481 -2.628212 300.236664
838904541 -1.476710 -2.606887 300.264923
838904542 -1.475875 -2.589729 300.317383
838904543 -1.476619 -2.572420 300.270630
838904544 -1.475791 -2.555264 300.322693
838904545 -1.476542 -2.537957 300.275452
838904546 -1.475722 -2.520801 300.327026
838904547 -1.476480 -2.503496 300.279358
838904548 -1.475667 -2.486341 300.330475
838904549 -1.476433 -2.469038 300.282318
838904550 -1.475627 -2.451883 300.332977
838904551 -1.476400 -2.434581 300.284363
838904552 -1.475602 -2.417426 300.334564
838904553 -1.476382 -2.400125 300.285492
838904554 -1.475592 -2.382970 300.335236
838904555 -1.476379 -2.365669 300.285675
838904556 -1.475596 -2.348514 300.334930
838904557 -1.476391 -2.331213 300.284912
838904558 -1.475616 -2.314057 300.333740
838904559 -1.476418 -2.296757 300.283264
838904560 -1.475649 -2.279600 300.331604
838904561 -1.477696 -2.258769 300.103760
838904562 -1.476874 -2.241585 300.155273
838904563 -1.477633 -2.224253 300.107666
838904564 -1.476818 -2.207070 300.158813
838904565 -1.477584 -2.189739 300.110779
838904566 -1.476775 -2.172556 300.161499
838904567 -1.477547 -2.155226 300.113068
838904568 -1.476745 -2.138044 300.163391
838904569 -1.477524 -2.120715 300.114532
838904570 -1.476728 -2.103533 300.164459
838904571 -1.477514 -2.086204 300.115173
838904572 -1.476725 -2.069022 300.164703
838904573 -1.477516 -2.051693 300.115021
838904574 -1.476734 -2.034511 300.164093
838904575 -1.477532 -2.017183 300.114014
838904576 -1.476756 -1.999999 300.162689
838904577 -1.477561 -1.982671 300.112183
838904578 -1.476792 -1.965487 300.160461
838904579 -1.477603 -1.948158 300.109558
838904580 -1.476840 -1.930972 300.157410
838904581 -1.477045 -1.910109 300.212433
838904582 -1.476230 -1.892942 300.263580
838904583 -1.476995 -1.875626 300.215515
838904584 -1.476188 -1.858459 300.266235
838904585 -1.476960 -1.841143 300.217743
838904586 -1.476159 -1.823977 300.268036
838904587 -1.476938 -1.806662 300.219086
838904588 -1.476145 -1.789496 300.268951
838904589 -1.476931 -1.772182 300.219543
838904590 -1.476145 -1.755015 300.268951
838904591 -1.476938 -1.737701 300.219116
838904592 -1.476158 -1.720534 300.268097
838904593 -1.476959 -1.703220 300.217834
838904594 -1.476186 -1.686052 300.266357
838904595 -1.476993 -1.668738 300.215637
838904596 -1.476228 -1.651569 300.263733
838904597 -1.477042 -1.634255 300.212585
838904598 -1.476283 -1.617084 300.260254
838904599 -1.477104 -1.599769 300.208649
838904600 -1.476353 -1.582596 300.255859
838904601 -1.476532 -1.561090 300.242157
838904602 -1.475719 -1.543932 300.293304
838904603 -1.476485 -1.526626 300.245148
838904604 -1.475679 -1.509468 300.295807
838904605 -1.476452 -1.492163 300.247223
838904606 -1.475653 -1.475005 300.297455
838904607 -1.476433 -1.457701 300.248383
838904608 -1.475642 -1.440543 300.298157
838904609 -1.476429 -1.423239 300.248627
838904610 -1.475645 -1.406081 300.297913
838904611 -1.476440 -1.388777 300.247955
838904612 -1.475664 -1.371619 300.296783
838904613 -1.476466 -1.354315 300.246338
838904614 -1.475696 -1.337156 300.294739
838904615 -1.476506 -1.319852 300.243835
838904616 -1.475744 -1.302691 300.291748
838904617 -1.476560 -1.285386 300.240387
838904618 -1.475805 -1.268224 300.287872
838904619 -1.476629 -1.250919 300.236053
838904620 -1.475881 -1.233755 300.283081
838904621 -1.476971 -1.212779 300.190552
838904622 -1.476169 -1.195610 300.240936
838904623 -1.476946 -1.178294 300.192078
838904624 -1.476151 -1.161126 300.242035
838904625 -1.476935 -1.143810 300.192749
838904626 -1.476147 -1.126642 300.242249
838904627 -1.476939 -1.109327 300.192535
838904628 -1.476158 -1.092158 300.241608
838904629 -1.476956 -1.074843 300.191437
838904630 -1.476182 -1.057673 300.240082
838904631 -1.476987 -1.040358 300.189484
838904632 -1.476220 -1.023187 300.237701
838904633 -1.477033 -1.005871 300.186646
838904634 -1.476272 -0.988699 300.234406
838904635 -1.477092 -0.971383 300.182953
838904636 -1.476338 -0.954209 300.230286
838904637 -1.477164 -0.936892 300.178375
838904638 -1.476417 -0.919716 300.225281
838904639 -1.477251 -0.902398 300.172974
838904640 -1.476511 -0.885221 300.219452
838904641 -1.477625 -0.864486 300.166687
838904642 -1.476835 -0.847305 300.216278
838904643 -1.477625 -0.829978 300.166718
838904644 -1.476840 -0.812797 300.215912
838904645 -1.477637 -0.795470 300.165955
838904646 -1.476859 -0.778288 300.214752
838904647 -1.477662 -0.760961 300.164368
838904648 -1.476891 -0.743778 300.212738
838904649 -1.477701 -0.726451 300.161926
838904650 -1.476937 -0.709267 300.209900
838904651 -1.477753 -0.691939 300.158691
838904652 -1.476995 -0.674754 300.206238
838904653 -1.477818 -0.657425 300.154633
838904654 -1.477066 -0.640238 300.201752
838904655 -1.477896 -0.622908 300.149719
838904656 -1.477150 -0.605719 300.196472
838904657 -1.477986 -0.588388 300.144043
838904658 -1.477247 -0.571197 300.190369
838904659 -1.478090 -0.553864 300.137573
838904660 -1.477357 -0.536671 300.183502
838904661 -1.477294 -0.515370 300.297699
838904662 -1.476503 -0.498202 300.347351
838904663 -1.477292 -0.480887 300.297821
838904664 -1.476508 -0.463719 300.347046
838904665 -1.477304 -0.446404 300.297058
838904666 -1.476527 -0.429235 300.345856
838904667 -1.477330 -0.411921 300.295441
838904668 -1.476560 -0.394751 300.343811
838904669 -1.477370 -0.377436 300.292938
838904670 -1.476607 -0.360265 300.340881
838904671 -1.477424 -0.342949 300.289581
838904672 -1.476667 -0.325777 300.337036
